,PageUrl,Score,Describe
35,https://www.facebook.com/chaubui.official,2200000.0,"Where a girl shares her journey to fashion, with the hope of bringing positive lifestyle inspiration."
36,https://www.facebook.com/baodantridientu,856000.0,"Báo điện tử Dân trí - Thông tin đáng tin cậy số 1 Việt Nam mọi lúc, mọi nơi tới mọi người, mọi nhà."
37,https://www.facebook.com/mshoatoeic,1500000.0,Ms Hoa TOEIC là trung tâm đào tạo TOEIC hàng đầu Việt Nam với nhiều học viên điểm cao được vinh danh 
0,https://www.facebook.com/thoisuvtv,5600000.0,"Ban Thời sự - Đài Truyền hình Việt Nam Địa chỉ: 43 Nguyễn Chí Thanh, Ba Đình, Hà Nội"
1,https://www.facebook.com/thoisu24h.news,170000.0,Tin tức thời sự cập nhật liên tục trong ngày
2,https://www.facebook.com/ThoisuHanoiTV,236000.0,Trang thông tin chính thức của Ban Thời sự Đài PT&TH Hà Nội. Email: Banthoisu.htv@gmail.com Kênh: H1
3,https://www.facebook.com/HoaiAnhVTV,185000.0,Trang chính thức của Hoài Anh - Biên tập viên Đài truyền hình Việt Nam. 
4,https://www.facebook.com/thoitietHN,771000.0,Thông tin hàng ngày cho người Hà Nội và các tỉnh lân cận
5,https://www.facebook.com/chipunguyenthuychi.fan,398000.0,Fanpage hội Chi Pu. Chuyên cung cấp thông tin hình ảnh Chi Pu. Kênh truyền thông từ Chi Pu đến tất cả
6,https://www.facebook.com/vnews.gov.vn,606000.0,"Trang chính thức của kênh VNews - Truyền hình Thông tấn Kênh thông tin thời sự chính luận, liên tục c"
7,https://www.facebook.com/24hvtvnews,562000.0,Cập nhật nhanh nhất tin tức sự kiện nổi bật trong ngày!
8,https://www.facebook.com/pages/Th%E1%BB%9Di-S%E1%BB%B1-Hanoitv/2137804546497243,191000.0,
9,https://www.facebook.com/SaigonNewsBoadcasting,368000.0,24h nóng gởi đến cộng đồng hai thông điệp quan trọng: Cảnh báo những nguy cơ và hãy biết trân trọng m
10,https://www.facebook.com/BBCnewsVietnamese,2800000.0,"Đây là trang Facebook chính thức của BBC News Tiếng Việt, nơi đưa tin tức kịp thời, đa chiều."
11,https://www.facebook.com/BanCoQuanSu,142000.0,
12,https://www.facebook.com/antuongvtv,159000.0,Giải thưởng tôn vinh những sản phẩm truyền hình gây ấn tượng với khán giả 
13,https://www.facebook.com/suthat2018,109000.0,"Kênh thông tin về các vấn đề thời sự, kinh tế, chính trị, xã hội."
14,https://www.facebook.com/thanhnien,2200000.0,"Fanpage Báo Thanh Niên. Tin tức online, tin nhanh 24h. Đọc báo tin nóng Việt Nam, thế giới, tin thời "
15,https://www.facebook.com/VTVcab.Tintuc,961000.0,Kênh Fanpage tin tức chính thức của VTV Cab Cập nhật những tin thời sự trong và ngoài nước
16,https://www.facebook.com/curnonwatch,244000.0,"Thương hiệu đồng hồ thời trang đầu tiên của Việt Nam, ra đời từ sự khát khao và đam mê của tuổi trẻ."
17,https://www.facebook.com/vietnamnet.vn,2300000.0,"Cập nhật tin tức chính trị, thời sự, đời sống, dân sinh chính thống, đa dạng, phong phú."
0,https://www.facebook.com/ktqdNEU,404000.0,Trường Đại học Kinh tế Quốc dân được thành lập theo Nghị định số 678-TTg ngày 25 tháng 1 năm 1956 với
1,https://www.facebook.com/kinhte.kienthuc,1600000.0,"Kiến thức kinh tế, chuyện kinh doanh, thương trường Gr www.facebook.com/groups/vietnambusinessnews/ "
2,https://www.facebook.com/FaceDue,148000.0,Fanpage chính thức của Trường Đại học Kinh tế - Đại học Đà Nẵng. Liên hệ: 02363 836169 
3,https://www.facebook.com/kinhtesaigon.vn,119000.0,"Tạp chí Kinh tế Sài Gòn - Tuần báo uy tín về kinh tế, ngân hàng, kinh doanh, địa ốc tại Việt Nam tại "
4,https://www.facebook.com/pagecafekinhte,271000.0,Cafe Kinh Tế - Trang thông tin cho dân yêu kinh tế
5,https://www.facebook.com/KinhTeHocGianDon1,116000.0,"Dự án dược lập ra với mục tiêu cung cấp các kiến thức kinh tế một cách đơn giản, trực quan và hài hướ"
6,https://www.facebook.com/TintucVietnamBiz,112000.0,Làm giàu không khó
7,https://www.facebook.com/sinhvienkinhtevietnam,199000.0,Fanpage dành cho sinh viên ngành Kinh tế và Quản trị Kinh doanh tại Việt Nam.
8,https://www.facebook.com/cafekinhtepage,467000.0,"Tin tức, kiến thức chính xác về kinh tế"
9,https://www.facebook.com/kienthuckinhdoanhpage,683000.0,"Chia sẻ kiến thức kinh doanh, làm giàu & khởi nghiệp, quản lý, tài chính quản trị doanh nghiệp, quản"
10,https://www.facebook.com/kinhnghiemhay.vietnam,1100000.0,"Cùng chia sẻ công thức nấu ăn, mẹo vặt trong nhà giúp cuộc sống thêm nhẹ nhàng nhé. Liên hệ quảng cá"
11,https://www.facebook.com/businessandrich,209000.0,"Cung cấp kiến thức và thông tin cập nhật về kiến thức, chuyên môn, kỹ năng làm Kinh Doanh. Phát triển"
12,https://www.facebook.com/baotuoitre,2700000.0,"Thông tin chính trị xã hội, pháp luật, kinh tế tài chính, du lịch, văn hóa giải trí và nhịp sống số.."
13,https://www.facebook.com/BachKinhXayvn,472000.0,Bách Kinh Xây là tên ngắn gọn của 3 trường hàng xóm: Bách Khoa Hà Nội - Kinh Tế - Xây Dựng
14,https://www.facebook.com/CafeF,1600000.0,Kênh thông tin chuyên sâu về Kinh tế - Tài chính - Chứng khoán - Bất động sản hàng đầu Việt Nam
15,https://www.facebook.com/pages/Kinh-T%E1%BA%BF-Vietnamnet/303674183113943,2000000.0,
16,https://www.facebook.com/dhkinhdoanhvacongnghe,180000.0,Fanpage chính thức Trường ĐH Kinh doanh và Công nghệ Hà Nội - Hanoi University of Business and Techno
17,https://www.facebook.com/VTVMoney,1600000.0,Những thông tin kinh tế cập nhật nhất của Việt Nam và Thế giới. Chia sẻ cơ hội - Giúp bạn kiếm tiền.
0,https://www.facebook.com/Official.XeMayDienVinFast,176000.0,Fanpage chính thức của Xe máy điện VinFast
1,https://www.facebook.com/Hoi.Choi.Xe.So.1.Vn,286000.0,"Chuyên trang tổng hợp tin tức, hình ảnh, video, clip,...về xe."
2,https://www.facebook.com/XeBusCfs,333000.0,"Xe Bus Confessions là nơi cung cấp tin tức, cập nhật mới nhất về bus. Giúp các bạn tìm đồ, tìm người."
3,https://www.facebook.com/Tapchisieuxe,447000.0,"Ảnh, Video, Tin Tức chuyên biệt và mới nhất về siêu xe Việt Nam và nước ngoài. Like Fanpage để theo d"
4,https://www.facebook.com/yeuxe,168000.0,Trang thông tin điện tử tổng hợp của Báo Tri thức và Cuộc sống
0,https://www.facebook.com/SBTCEsportLol,211000.0,Fanpage chính thức của đội tuyển thể thao điện tử chuyên nghiệp bộ môn Liên Minh Huyền Thoại
1,https://www.facebook.com/esport.lm,198000.0,Liên hệ quảng cáo: Ads.loltv@gmail.com
